id_venta,producto,precio_unitario,cantidad,fecha_venta,categoria,venta_neta,mes,nombre_mes
1322,Heladera,58.58,4,2024-04-01,Electrodomésticos,234.32,4,April
2310,Consola de videojuegos,102.41,5,2024-04-01,Electrónica,512.05,4,April
2383,Smartphone,103.69,1,2024-04-01,Electrónica,103.69,4,April
2865,Auriculares,89.29,2,2024-04-01,Electrónica,178.58,4,April
45,Alfombra,72.91,1,2024-04-02,Decoración,72.91,4,April
893,Espejo decorativo,34.64,12,2024-04-02,Decoración,415.68,4,April
1008,Cafetera,42.4,10,2024-04-02,Electrodomésticos,424.0,4,April
1148,Cafetera,110.21,4,2024-04-02,Electrodomésticos,440.84,4,April
1457,Horno eléctrico,27.61,6,2024-04-02,Electrodomésticos,165.66,4,April
1588,Cafetera,58.68,4,2024-04-02,Electrodomésticos,234.72,4,April
1866,Secadora,39.42,9,2024-04-02,Electrodomésticos,354.78000000000003,4,April
1889,Batidora,121.14,3,2024-04-02,Electrodomésticos,363.42,4,April
1983,Microondas,96.24,4,2024-04-02,Electrodomésticos,384.96,4,April
226,Cortinas,27.05,3,2024-04-03,Decoración,81.15,4,April
351,Lámpara de mesa,98.22,4,2024-04-03,Decoración,392.88,4,April
479,Lámpara de mesa,35.26,9,2024-04-03,Decoración,317.34,4,April
570,Adorno de pared,64.18,7,2024-04-03,Decoración,449.26000000000005,4,April
643,Espejo decorativo,43.51,1,2024-04-03,Decoración,43.51,4,April
679,Lámpara de mesa,39.86,6,2024-04-03,Decoración,239.16,4,April
1188,Cafetera,91.58,11,2024-04-03,Electrodomésticos,1007.38,4,April
1480,Plancha de vapor,99.08,11,2024-04-03,Electrodomésticos,1089.8799999999999,4,April
1611,Freidora eléctrica,82.46,4,2024-04-03,Electrodomésticos,329.84,4,April
1627,Horno eléctrico,40.58,5,2024-04-03,Electrodomésticos,202.89999999999998,4,April
2028,SmartWatch,38.84,7,2024-04-03,Electrónica,271.88,4,April
2281,Parlantes Bluetooth,70.68,5,2024-04-03,Electrónica,353.40000000000003,4,April
2532,Televisor,81.42,9,2024-04-03,Electrónica,732.78,4,April
172,Cuadro decorativo,87.93,11,2024-04-04,Decoración,967.23,4,April
237,Elementos de cerámica,61.12,9,2024-04-04,Decoración,550.0799999999999,4,April
340,Adorno de pared,49.3,2,2024-04-04,Decoración,98.6,4,April
400,Adorno de pared,33.1,1,2024-04-04,Decoración,33.1,4,April
841,Lámpara de mesa,86.82,10,2024-04-04,Decoración,868.1999999999999,4,April
1287,Horno eléctrico,116.05,11,2024-04-04,Electrodomésticos,1276.55,4,April
1366,Secadora,31.56,11,2024-04-04,Electrodomésticos,347.15999999999997,4,April
1878,Cafetera,68.97,8,2024-04-04,Electrodomésticos,551.76,4,April
2124,Tablet,74.39,7,2024-04-04,Electrónica,520.73,4,April
56,Cortinas,66.24,5,2024-04-05,Decoración,331.2,4,April
421,Lámpara de mesa,114.83,9,2024-04-05,Decoración,1033.47,4,April
424,Jarrón decorativo,87.94,2,2024-04-05,Decoración,175.88,4,April
1868,Cafetera,62.23,1,2024-04-05,Electrodomésticos,62.23,4,April
2545,Auriculares,32.81,11,2024-04-05,Electrónica,360.91,4,April
2778,SmartWatch,70.66,7,2024-04-05,Electrónica,494.62,4,April
145,Alfombra,41.72,8,2024-04-06,Decoración,333.76,4,April
300,Adorno de pared,67.75,9,2024-04-06,Decoración,609.75,4,April
439,Lámpara de mesa,35.43,2,2024-04-06,Decoración,70.86,4,April
906,Cortinas,84.04,3,2024-04-06,Decoración,252.12,4,April
959,Lámpara de mesa,76.32,7,2024-04-06,Decoración,534.24,4,April
1376,Secadora,69.58,7,2024-04-06,Electrodomésticos,487.06,4,April
1776,Secadora,33.55,3,2024-04-06,Electrodomésticos,100.64999999999999,4,April
1784,Aspiradora,115.24,3,2024-04-06,Electrodomésticos,345.71999999999997,4,April
1974,Aspiradora,87.32,7,2024-04-06,Electrodomésticos,611.24,4,April
2080,Consola de videojuegos,100.69,7,2024-04-06,Electrónica,704.8299999999999,4,April
2108,SmartWatch,79.37,10,2024-04-06,Electrónica,793.7,4,April
2169,Proyector,120.34,1,2024-04-06,Electrónica,120.34,4,April
213,Espejo decorativo,40.76,8,2024-04-07,Decoración,326.08,4,April
345,Alfombra,56.78,9,2024-04-07,Decoración,511.02,4,April
398,Rincón de plantas,77.3,7,2024-04-07,Decoración,541.1,4,April
509,Lámpara de mesa,72.5,1,2024-04-07,Decoración,72.5,4,April
821,Lámpara de mesa,71.17,10,2024-04-07,Decoración,711.7,4,April
1642,Heladera,88.78,2,2024-04-07,Electrodomésticos,177.56,4,April
1956,Secadora,42.59,12,2024-04-07,Electrodomésticos,511.08000000000004,4,April
2085,Auriculares,122.56,6,2024-04-07,Electrónica,735.36,4,April
2096,Laptop,83.25,6,2024-04-07,Electrónica,499.5,4,April
2356,Laptop,30.16,6,2024-04-07,Electrónica,180.96,4,April
2373,Smartphone,123.6,12,2024-04-07,Electrónica,1483.1999999999998,4,April
204,Jarrón decorativo,94.75,1,2024-04-08,Decoración,94.75,4,April
1381,Freidora eléctrica,38.12,2,2024-04-08,Electrodomésticos,76.24,4,April
2365,Auriculares,92.91,11,2024-04-08,Electrónica,1022.01,4,April
2486,Laptop,124.95,11,2024-04-08,Electrónica,1374.45,4,April
2506,Laptop,34.74,1,2024-04-08,Electrónica,34.74,4,April
2705,Auriculares,87.29,2,2024-04-08,Electrónica,174.58,4,April
1225,Lavadora,87.65,2,2024-04-09,Electrodomésticos,175.3,4,April
1344,Aspiradora,34.1,3,2024-04-09,Electrodomésticos,102.30000000000001,4,April
1361,Freidora eléctrica,103.64,10,2024-04-09,Electrodomésticos,1036.4,4,April
1979,Batidora,88.23,11,2024-04-09,Electrodomésticos,970.5300000000001,4,April
2852,Televisor,34.23,4,2024-04-09,Electrónica,136.92,4,April
48,Rincón de plantas,102.85,3,2024-04-10,Decoración,308.54999999999995,4,April
141,Lámpara de mesa,96.45,1,2024-04-10,Decoración,96.45,4,April
426,Cortinas,119.55,7,2024-04-10,Decoración,836.85,4,April
556,Cortinas,42.74,12,2024-04-10,Decoración,512.88,4,April
600,Adorno de pared,66.0,4,2024-04-10,Decoración,264.0,4,April
797,Elementos de cerámica,52.97,2,2024-04-10,Decoración,105.94,4,April
1315,Lavadora,49.69,12,2024-04-10,Electrodomésticos,596.28,4,April
1356,Secadora,124.09,4,2024-04-10,Electrodomésticos,496.36,4,April
1435,Lavadora,37.2,10,2024-04-10,Electrodomésticos,372.0,4,April
1618,Cafetera,31.94,11,2024-04-10,Electrodomésticos,351.34000000000003,4,April
1630,Plancha de vapor,76.06,9,2024-04-10,Electrodomésticos,684.54,4,April
1871,Freidora eléctrica,88.9,6,2024-04-10,Electrodomésticos,533.4000000000001,4,April
1919,Batidora,38.51,9,2024-04-10,Electrodomésticos,346.59,4,April
2661,Parlantes Bluetooth,79.11,3,2024-04-10,Electrónica,237.32999999999998,4,April
2785,Auriculares,122.8,3,2024-04-10,Electrónica,368.4,4,April
328,Rincón de plantas,60.89,1,2024-04-11,Decoración,60.89,4,April
466,Cortinas,26.29,7,2024-04-11,Decoración,184.03,4,April
1109,Batidora,123.83,12,2024-04-11,Electrodomésticos,1485.96,4,April
1578,Cafetera,101.98,2,2024-04-11,Electrodomésticos,203.96,4,April
2370,Consola de videojuegos,46.08,7,2024-04-11,Electrónica,322.56,4,April
2478,SmartWatch,80.84,8,2024-04-11,Electrónica,646.72,4,April
2544,Tablet,63.88,8,2024-04-11,Electrónica,511.04,4,April
2934,Tablet,95.9,2,2024-04-11,Electrónica,191.8,4,April
127,Elementos de cerámica,93.84,8,2024-04-12,Decoración,750.72,4,April
292,Cuadro decorativo,78.91,8,2024-04-12,Decoración,631.28,4,April
1394,Aspiradora,68.73,5,2024-04-12,Electrodomésticos,343.65000000000003,4,April
2492,Televisor,54.4,5,2024-04-12,Electrónica,272.0,4,April
2812,Televisor,52.6,2,2024-04-12,Electrónica,105.2,4,April
89,Lámpara de mesa,55.79,1,2024-04-13,Decoración,55.79,4,April
659,Lámpara de mesa,50.98,3,2024-04-13,Decoración,152.94,4,April
1012,Heladera,62.93,1,2024-04-13,Electrodomésticos,62.93,4,April
1048,Cafetera,58.81,10,2024-04-13,Electrodomésticos,588.1,4,April
1450,Plancha de vapor,56.8,8,2024-04-13,Electrodomésticos,454.4,4,April
1758,Cafetera,118.03,5,2024-04-13,Electrodomésticos,590.15,4,April
1856,Secadora,42.03,11,2024-04-13,Electrodomésticos,462.33000000000004,4,April
2490,Consola de videojuegos,122.79,6,2024-04-13,Electrónica,736.74,4,April
2547,Cámara digital,60.29,6,2024-04-13,Electrónica,361.74,4,April
2704,Tablet,117.89,1,2024-04-13,Electrónica,117.89,4,April
2996,Cámara digital,63.89,1,2024-04-13,Electrónica,63.89,4,April
285,Alfombra,107.8,7,2024-04-14,Decoración,754.6,4,April
896,Cortinas,71.03,7,2024-04-14,Decoración,497.21000000000004,4,April
1097,Horno eléctrico,122.69,10,2024-04-14,Electrodomésticos,1226.9,4,April
1516,Secadora,105.8,3,2024-04-14,Electrodomésticos,317.4,4,April
1698,Cafetera,88.26,1,2024-04-14,Electrodomésticos,88.26,4,April
2029,Proyector,124.37,8,2024-04-14,Electrónica,994.96,4,April
2039,Proyector,34.39,7,2024-04-14,Electrónica,240.73000000000002,4,April
2097,Cámara digital,42.17,8,2024-04-14,Electrónica,337.36,4,April
2275,Auriculares,32.0,1,2024-04-14,Electrónica,32.0,4,April
2381,Parlantes Bluetooth,98.28,5,2024-04-14,Electrónica,491.4,4,April
107,Elementos de cerámica,45.86,6,2024-04-15,Decoración,275.15999999999997,4,April
185,Alfombra,45.21,6,2024-04-15,Decoración,271.26,4,April
374,Jarrón decorativo,94.59,5,2024-04-15,Decoración,472.95000000000005,4,April
601,Lámpara de mesa,99.85,3,2024-04-15,Decoración,299.54999999999995,4,April
616,Cortinas,107.96,9,2024-04-15,Decoración,971.64,4,April
886,Cortinas,45.79,7,2024-04-15,Decoración,320.53,4,April
1134,Aspiradora,69.06,11,2024-04-15,Electrodomésticos,759.6600000000001,4,April
1168,Cafetera,37.32,2,2024-04-15,Electrodomésticos,74.64,4,April
1454,Aspiradora,51.46,4,2024-04-15,Electrodomésticos,205.84,4,April
2266,Laptop,104.48,5,2024-04-15,Electrónica,522.4,4,April
2396,Laptop,77.38,1,2024-04-15,Electrónica,77.38,4,April
2673,Smartphone,76.29,11,2024-04-15,Electrónica,839.19,4,April
19,Lámpara de mesa,61.03,6,2024-04-16,Decoración,366.18,4,April
953,Espejo decorativo,76.31,5,2024-04-16,Decoración,381.55,4,April
1177,Horno eléctrico,65.16,4,2024-04-16,Electrodomésticos,260.64,4,April
1629,Batidora,108.94,6,2024-04-16,Electrodomésticos,653.64,4,April
1655,Lavadora,37.39,1,2024-04-16,Electrodomésticos,37.39,4,April
1803,Microondas,122.22,11,2024-04-16,Electrodomésticos,1344.42,4,April
1864,Aspiradora,54.94,3,2024-04-16,Electrodomésticos,164.82,4,April
2019,Proyector,41.79,7,2024-04-16,Electrónica,292.53,4,April
2151,Parlantes Bluetooth,83.34,7,2024-04-16,Electrónica,583.38,4,April
2610,Consola de videojuegos,49.74,9,2024-04-16,Electrónica,447.66,4,April
2615,Auriculares,46.72,11,2024-04-16,Electrónica,513.92,4,April
2715,Auriculares,100.58,7,2024-04-16,Electrónica,704.06,4,April
1,Lámpara de mesa,82.25,8,2024-04-17,Decoración,658.0,4,April
138,Rincón de plantas,38.89,2,2024-04-17,Decoración,77.78,4,April
1009,Batidora,119.03,8,2024-04-17,Electrodomésticos,952.24,4,April
1118,Cafetera,67.0,11,2024-04-17,Electrodomésticos,737.0,4,April
1190,Plancha de vapor,29.68,1,2024-04-17,Electrodomésticos,29.68,4,April
1253,Microondas,65.99,8,2024-04-17,Electrodomésticos,527.92,4,April
1521,Freidora eléctrica,89.52,10,2024-04-17,Electrodomésticos,895.1999999999999,4,April
1532,Heladera,29.17,2,2024-04-17,Electrodomésticos,58.34,4,April
2368,SmartWatch,70.23,5,2024-04-17,Electrónica,351.15000000000003,4,April
925,Alfombra,52.55,11,2024-04-18,Decoración,578.05,4,April
1316,Secadora,110.21,11,2024-04-18,Electrodomésticos,1212.31,4,April
1590,Plancha de vapor,60.38,4,2024-04-18,Electrodomésticos,241.52,4,April
1914,Aspiradora,92.52,1,2024-04-18,Electrodomésticos,92.52,4,April
2134,Tablet,43.2,4,2024-04-18,Electrónica,172.8,4,April
548,Rincón de plantas,32.26,8,2024-04-19,Decoración,258.08,4,April
905,Alfombra,112.82,9,2024-04-19,Decoración,1015.3799999999999,4,April
1224,Aspiradora,110.58,4,2024-04-19,Electrodomésticos,442.32,4,April
1459,Batidora,66.73,8,2024-04-19,Electrodomésticos,533.84,4,April
1943,Microondas,82.6,10,2024-04-19,Electrodomésticos,826.0,4,April
2095,Auriculares,117.6,3,2024-04-19,Electrónica,352.79999999999995,4,April
2375,Auriculares,73.7,10,2024-04-19,Electrónica,737.0,4,April
198,Rincón de plantas,115.15,11,2024-04-20,Decoración,1266.65,4,April
833,Espejo decorativo,119.87,10,2024-04-20,Decoración,1198.7,4,April
1425,Lavadora,118.77,8,2024-04-20,Electrodomésticos,950.16,4,April
1680,Plancha de vapor,110.3,9,2024-04-20,Electrodomésticos,992.6999999999999,4,April
1701,Freidora eléctrica,87.64,7,2024-04-20,Electrodomésticos,613.48,4,April
2176,Laptop,36.36,7,2024-04-20,Electrónica,254.51999999999998,4,April
2413,Smartphone,76.69,3,2024-04-20,Electrónica,230.07,4,April
2844,Tablet,53.22,7,2024-04-20,Electrónica,372.53999999999996,4,April
249,Lámpara de mesa,95.05,1,2024-04-21,Decoración,95.05,4,April
452,Cuadro decorativo,119.07,12,2024-04-21,Decoración,1428.84,4,April
563,Espejo decorativo,65.35,10,2024-04-21,Decoración,653.5,4,April
934,Jarrón decorativo,96.24,11,2024-04-21,Decoración,1058.6399999999999,4,April
1193,Microondas,90.55,4,2024-04-21,Electrodomésticos,362.2,4,April
1230,Plancha de vapor,90.85,2,2024-04-21,Electrodomésticos,181.7,4,April
1307,Horno eléctrico,85.42,11,2024-04-21,Electrodomésticos,939.62,4,April
2212,Televisor,38.98,11,2024-04-21,Electrónica,428.78,4,April
2369,Proyector,87.64,2,2024-04-21,Electrónica,175.28,4,April
2523,Smartphone,56.73,1,2024-04-21,Electrónica,56.73,4,April
2611,Parlantes Bluetooth,48.89,12,2024-04-21,Electrónica,586.6800000000001,4,April
281,Lámpara de mesa,42.17,8,2024-04-22,Decoración,337.36,4,April
305,Alfombra,91.25,2,2024-04-22,Decoración,182.5,4,April
422,Cuadro decorativo,47.37,9,2024-04-22,Decoración,426.33,4,April
538,Rincón de plantas,119.89,4,2024-04-22,Decoración,479.56,4,April
741,Lámpara de mesa,98.0,12,2024-04-22,Decoración,1176.0,4,April
1010,Plancha de vapor,37.94,8,2024-04-22,Electrodomésticos,303.52,4,April
1203,Microondas,96.53,1,2024-04-22,Electrodomésticos,96.53,4,April
1841,Freidora eléctrica,58.26,2,2024-04-22,Electrodomésticos,116.52,4,April
2887,Cámara digital,118.02,1,2024-04-22,Electrónica,118.02,4,April
209,Lámpara de mesa,97.04,12,2024-04-23,Decoración,1164.48,4,April
299,Lámpara de mesa,119.55,3,2024-04-23,Decoración,358.65,4,April
1477,Horno eléctrico,118.26,11,2024-04-23,Electrodomésticos,1300.8600000000001,4,April
1952,Heladera,115.09,2,2024-04-23,Electrodomésticos,230.18,4,April
2214,Tablet,81.56,8,2024-04-23,Electrónica,652.48,4,April
2993,Auriculares,38.79,7,2024-04-23,Electrónica,271.53,4,April
434,Jarrón decorativo,39.89,2,2024-04-24,Decoración,79.78,4,April
945,Alfombra,60.74,12,2024-04-24,Decoración,728.88,4,April
1057,Horno eléctrico,30.51,3,2024-04-24,Electrodomésticos,91.53,4,April
1320,Plancha de vapor,73.95,4,2024-04-24,Electrodomésticos,295.8,4,April
2227,Cámara digital,46.25,8,2024-04-24,Electrónica,370.0,4,April
2312,Televisor,108.25,8,2024-04-24,Electrónica,866.0,4,April
2565,Auriculares,49.7,3,2024-04-24,Electrónica,149.10000000000002,4,April
2962,Televisor,118.65,5,2024-04-24,Electrónica,593.25,4,April
159,Lámpara de mesa,49.91,6,2024-04-25,Decoración,299.46,4,April
320,Adorno de pared,37.38,6,2024-04-25,Decoración,224.28000000000003,4,April
341,Lámpara de mesa,79.34,1,2024-04-25,Decoración,79.34,4,April
673,Espejo decorativo,26.33,7,2024-04-25,Decoración,184.31,4,April
701,Lámpara de mesa,95.05,3,2024-04-25,Decoración,285.15,4,April
1041,Freidora eléctrica,89.99,6,2024-04-25,Electrodomésticos,539.9399999999999,4,April
1212,Heladera,33.95,11,2024-04-25,Electrodomésticos,373.45000000000005,4,April
1802,Heladera,27.75,11,2024-04-25,Electrodomésticos,305.25,4,April
1846,Secadora,124.29,2,2024-04-25,Electrodomésticos,248.58,4,April
2262,Televisor,48.3,2,2024-04-25,Electrónica,96.6,4,April
2713,Smartphone,28.75,9,2024-04-25,Electrónica,258.75,4,April
2827,Cámara digital,35.99,2,2024-04-25,Electrónica,71.98,4,April
765,Alfombra,72.71,1,2024-04-26,Decoración,72.71,4,April
1119,Batidora,59.86,3,2024-04-26,Electrodomésticos,179.57999999999998,4,April
2027,Cámara digital,69.96,10,2024-04-26,Electrónica,699.5999999999999,4,April
2088,SmartWatch,111.58,9,2024-04-26,Electrónica,1004.22,4,April
2101,Parlantes Bluetooth,82.23,2,2024-04-26,Electrónica,164.46,4,April
2147,Cámara digital,74.37,6,2024-04-26,Electrónica,446.22,4,April
2363,Smartphone,88.02,12,2024-04-26,Electrónica,1056.24,4,April
2504,Auriculares,76.65,10,2024-04-26,Electrónica,766.5,4,April
2580,Consola de videojuegos,107.55,7,2024-04-26,Electrónica,752.85,4,April
2646,Laptop,111.98,8,2024-04-26,Electrónica,895.84,4,April
51,Lámpara de mesa,112.42,5,2024-04-27,Decoración,562.1,4,April
359,Lámpara de mesa,72.78,7,2024-04-27,Decoración,509.46000000000004,4,April
375,Alfombra,70.93,8,2024-04-27,Decoración,567.44,4,April
537,Elementos de cerámica,124.38,5,2024-04-27,Decoración,621.9,4,April
844,Jarrón decorativo,61.72,7,2024-04-27,Decoración,432.03999999999996,4,April
1804,Aspiradora,43.25,7,2024-04-27,Electrodomésticos,302.75,4,April
2201,Parlantes Bluetooth,41.53,7,2024-04-27,Electrónica,290.71000000000004,4,April
2287,Cámara digital,26.79,11,2024-04-27,Electrónica,294.69,4,April
2465,Auriculares,93.52,3,2024-04-27,Electrónica,280.56,4,April
2528,SmartWatch,54.61,1,2024-04-27,Electrónica,54.61,4,April
2559,Proyector,86.2,8,2024-04-27,Electrónica,689.6,4,April
2633,Smartphone,35.18,12,2024-04-27,Electrónica,422.15999999999997,4,April
2645,Auriculares,122.64,10,2024-04-27,Electrónica,1226.4,4,April
109,Lámpara de mesa,103.94,9,2024-04-28,Decoración,935.46,4,April
518,Rincón de plantas,113.79,7,2024-04-28,Decoración,796.5300000000001,4,April
1277,Horno eléctrico,41.9,4,2024-04-28,Electrodomésticos,167.6,4,April
1329,Batidora,55.84,7,2024-04-28,Electrodomésticos,390.88,4,April
1830,Plancha de vapor,120.94,11,2024-04-28,Electrodomésticos,1330.34,4,April
1964,Aspiradora,52.92,10,2024-04-28,Electrodomésticos,529.2,4,April
2877,Cámara digital,45.1,1,2024-04-28,Electrónica,45.1,4,April
202,Cuadro decorativo,106.72,4,2024-04-29,Decoración,426.88,4,April
294,Jarrón decorativo,50.35,3,2024-04-29,Decoración,151.05,4,April
493,Espejo decorativo,109.32,10,2024-04-29,Decoración,1093.1999999999998,4,April
799,Lámpara de mesa,102.9,5,2024-04-29,Decoración,514.5,4,April
1096,Secadora,115.14,10,2024-04-29,Electrodomésticos,1151.4,4,April
1281,Freidora eléctrica,60.99,12,2024-04-29,Electrodomésticos,731.88,4,April
1715,Lavadora,119.22,11,2024-04-29,Electrodomésticos,1311.42,4,April
2089,Proyector,95.13,12,2024-04-29,Electrónica,1141.56,4,April
2367,Cámara digital,91.04,8,2024-04-29,Electrónica,728.32,4,April
124,Jarrón decorativo,93.39,7,2024-04-30,Decoración,653.73,4,April
177,Elementos de cerámica,64.17,4,2024-04-30,Decoración,256.68,4,April
255,Alfombra,68.38,7,2024-04-30,Decoración,478.65999999999997,4,April
709,Lámpara de mesa,98.77,2,2024-04-30,Decoración,197.54,4,April
975,Alfombra,28.96,5,2024-04-30,Decoración,144.8,4,April
988,Rincón de plantas,115.47,1,2024-04-30,Decoración,115.47,4,April
1036,Secadora,42.32,7,2024-04-30,Electrodomésticos,296.24,4,April
1205,Lavadora,42.38,6,2024-04-30,Electrodomésticos,254.28000000000003,4,April
1401,Freidora eléctrica,122.99,7,2024-04-30,Electrodomésticos,860.93,4,April
1762,Heladera,27.82,10,2024-04-30,Electrodomésticos,278.2,4,April
2629,Proyector,94.3,1,2024-04-30,Electrónica,94.3,4,April
306,Cortinas,96.05,5,2024-05-01,Decoración,480.25,5,May
475,Alfombra,120.18,3,2024-05-01,Decoración,360.54,5,May
901,Lámpara de mesa,39.72,2,2024-05-01,Decoración,79.44,5,May
972,Cuadro decorativo,26.2,10,2024-05-01,Decoración,262.0,5,May
1245,Lavadora,81.58,12,2024-05-01,Electrodomésticos,978.96,5,May
1726,Secadora,101.27,7,2024-05-01,Electrodomésticos,708.89,5,May
1973,Microondas,38.03,11,2024-05-01,Electrodomésticos,418.33000000000004,5,May
2182,Televisor,105.46,11,2024-05-01,Electrónica,1160.06,5,May
2926,Laptop,50.36,6,2024-05-01,Electrónica,302.15999999999997,5,May
100,Adorno de pared,112.16,8,2024-05-02,Decoración,897.28,5,May
536,Cortinas,107.95,1,2024-05-02,Decoración,107.95,5,May
1028,Cafetera,108.44,5,2024-05-02,Electrodomésticos,542.2,5,May
1045,Lavadora,51.22,4,2024-05-02,Electrodomésticos,204.88,5,May
1152,Heladera,116.86,5,2024-05-02,Electrodomésticos,584.3,5,May
1217,Horno eléctrico,88.92,8,2024-05-02,Electrodomésticos,711.36,5,May
1310,Plancha de vapor,43.78,9,2024-05-02,Electrodomésticos,394.02,5,May
1842,Heladera,65.18,1,2024-05-02,Electrodomésticos,65.18,5,May
1969,Batidora,72.9,1,2024-05-02,Electrodomésticos,72.9,5,May
2191,Parlantes Bluetooth,124.34,11,2024-05-02,Electrónica,1367.74,5,May
2510,Consola de videojuegos,70.04,12,2024-05-02,Electrónica,840.48,5,May
2621,Parlantes Bluetooth,119.91,9,2024-05-02,Electrónica,1079.19,5,May
2775,Auriculares,104.06,11,2024-05-02,Electrónica,1144.66,5,May
2988,SmartWatch,100.8,4,2024-05-02,Electrónica,403.2,5,May
220,Adorno de pared,55.36,9,2024-05-03,Decoración,498.24,5,May
819,Lámpara de mesa,122.57,6,2024-05-03,Decoración,735.42,5,May
1004,Aspiradora,107.0,8,2024-05-03,Electrodomésticos,856.0,5,May
1439,Batidora,71.74,9,2024-05-03,Electrodomésticos,645.66,5,May
1819,Batidora,87.56,9,2024-05-03,Electrodomésticos,788.04,5,May
2404,Auriculares,102.65,4,2024-05-03,Electrónica,410.6,5,May
2435,Auriculares,39.55,3,2024-05-03,Electrónica,118.64999999999999,5,May
2463,Smartphone,67.59,2,2024-05-03,Electrónica,135.18,5,May
2985,Auriculares,58.92,3,2024-05-03,Electrónica,176.76,5,May
16,Cortinas,32.47,5,2024-05-04,Decoración,162.35,5,May
342,Cuadro decorativo,61.9,5,2024-05-04,Decoración,309.5,5,May
806,Cortinas,119.32,9,2024-05-04,Decoración,1073.8799999999999,5,May
903,Espejo decorativo,81.45,2,2024-05-04,Decoración,162.9,5,May
1056,Secadora,109.52,10,2024-05-04,Electrodomésticos,1095.2,5,May
1666,Secadora,99.75,4,2024-05-04,Electrodomésticos,399.0,5,May
1672,Heladera,63.1,12,2024-05-04,Electrodomésticos,757.2,5,May
1932,Heladera,31.46,9,2024-05-04,Electrodomésticos,283.14,5,May
311,Lámpara de mesa,33.89,2,2024-05-05,Decoración,67.78,5,May
353,Espejo decorativo,43.92,11,2024-05-05,Decoración,483.12,5,May
650,Adorno de pared,43.11,4,2024-05-05,Decoración,172.44,5,May
656,Cortinas,107.26,2,2024-05-05,Decoración,214.52,5,May
1387,Horno eléctrico,61.15,3,2024-05-05,Electrodomésticos,183.45,5,May
1484,Aspiradora,79.74,6,2024-05-05,Electrodomésticos,478.43999999999994,5,May
1845,Lavadora,119.69,5,2024-05-05,Electrodomésticos,598.45,5,May
2403,Smartphone,74.39,3,2024-05-05,Electrónica,223.17000000000002,5,May
2445,Auriculares,93.33,6,2024-05-05,Electrónica,559.98,5,May
2898,SmartWatch,108.81,10,2024-05-05,Electrónica,1088.1,5,May
98,Rincón de plantas,91.3,6,2024-05-06,Decoración,547.8,5,May
550,Adorno de pared,98.99,8,2024-05-06,Decoración,791.92,5,May
751,Lámpara de mesa,91.99,11,2024-05-06,Decoración,1011.89,5,May
915,Alfombra,43.37,11,2024-05-06,Decoración,477.07,5,May
1304,Aspiradora,99.07,8,2024-05-06,Electrodomésticos,792.56,5,May
2211,Parlantes Bluetooth,108.16,3,2024-05-06,Electrónica,324.48,5,May
2264,Auriculares,58.19,6,2024-05-06,Electrónica,349.14,5,May
2708,SmartWatch,115.3,10,2024-05-06,Electrónica,1153.0,5,May
2780,Consola de videojuegos,65.35,6,2024-05-06,Electrónica,392.09999999999997,5,May
2801,Parlantes Bluetooth,97.22,1,2024-05-06,Electrónica,97.22,5,May
998,Rincón de plantas,65.82,1,2024-05-07,Decoración,65.82,5,May
1748,Cafetera,61.63,3,2024-05-07,Electrodomésticos,184.89000000000001,5,May
1896,Secadora,37.22,4,2024-05-07,Electrodomésticos,148.88,5,May
1967,Horno eléctrico,68.97,5,2024-05-07,Electrodomésticos,344.85,5,May
2415,Auriculares,35.87,5,2024-05-07,Electrónica,179.35,5,May
22,Cuadro decorativo,122.36,6,2024-05-08,Decoración,734.16,5,May
491,Lámpara de mesa,118.22,11,2024-05-08,Decoración,1300.42,5,May
873,Espejo decorativo,120.9,6,2024-05-08,Decoración,725.4000000000001,5,May
937,Elementos de cerámica,121.14,2,2024-05-08,Decoración,242.28,5,May
997,Elementos de cerámica,56.49,10,2024-05-08,Decoración,564.9,5,May
1000,Adorno de pared,74.64,11,2024-05-08,Decoración,821.04,5,May
1146,Secadora,96.67,7,2024-05-08,Electrodomésticos,676.69,5,May
1175,Lavadora,82.41,2,2024-05-08,Electrodomésticos,164.82,5,May
1747,Horno eléctrico,87.9,2,2024-05-08,Electrodomésticos,175.8,5,May
1970,Plancha de vapor,113.7,5,2024-05-08,Electrodomésticos,568.5,5,May
1972,Heladera,105.49,3,2024-05-08,Electrodomésticos,316.46999999999997,5,May
2163,Smartphone,106.39,12,2024-05-08,Electrónica,1276.68,5,May
14,Jarrón decorativo,29.77,5,2024-05-09,Decoración,148.85,5,May
94,Jarrón decorativo,34.6,1,2024-05-09,Decoración,34.6,5,May
619,Lámpara de mesa,43.29,11,2024-05-09,Decoración,476.19,5,May
1108,Cafetera,84.64,9,2024-05-09,Electrodomésticos,761.76,5,May
1938,Cafetera,107.9,11,2024-05-09,Electrodomésticos,1186.9,5,May
2473,Smartphone,75.13,12,2024-05-09,Electrónica,901.56,5,May
2840,Consola de videojuegos,69.43,3,2024-05-09,Electrónica,208.29000000000002,5,May
2974,Auriculares,79.28,2,2024-05-09,Electrónica,158.56,5,May
1151,Freidora eléctrica,75.33,11,2024-05-10,Electrodomésticos,828.63,5,May
1658,Cafetera,94.79,12,2024-05-10,Electrodomésticos,1137.48,5,May
2131,Parlantes Bluetooth,98.97,7,2024-05-10,Electrónica,692.79,5,May
